transaction_id,customer_id,age,gender,location,loyalty_tier,category,product,price,quantity,total_amount,rating,review,sentiment,payment_method,timestamp,will_purchase_again
TXN008911,CUST01660,54,Male,San Antonio,Silver,Home & Kitchen,Vacuum,141.09,2,282.18,5.0,This is exactly what I needed. Highly recommend to everyone.,Positive,PayPal,2023-11-09 00:00:00,1
TXN002692,CUST00438,31,Other,Los Angeles,Gold,Beauty,Sunscreen,30.03,1,30.03,2.0,Worst purchase I have made. Product arrived damaged and unusable.,Negative,Google Pay,2023-02-13 00:00:00,0
TXN004133,CUST01786,20,Female,Los Angeles,Platinum,Jewelry,Gold Ring,172.51,4,690.04,5.0,Excellent value for money. Works as described and ships quickly.,Positive,Google Pay,2022-04-04 00:00:00,1
TXN008254,CUST01185,57,Female,Los Angeles,Bronze,Jewelry,Watch,103.68,5,518.4,3.0,Average quality. Meets basic requirements but could be better.,Neutral,Apple Pay,2023-12-01 00:00:00,0
TXN006452,CUST01540,38,Male,Chicago,Bronze,Jewelry,Watch,296.93,5,1484.65,4.0,Excellent value for money. Works as described and ships quickly.,Positive,Apple Pay,2023-08-21 00:00:00,1
TXN002250,CUST00082,48,Female,Los Angeles,Gold,Grocery,Green Tea,42.16,3,126.48,2.0,Worst purchase I have made. Product arrived damaged and unusable.,Negative,PayPal,2022-03-30 00:00:00,0
TXN002553,CUST00560,52,Female,San Antonio,Gold,Grocery,Nuts Mix,38.0,1,38.0,5.0,Outstanding quality! The product is even better than the pictures.,Positive,PayPal,2022-11-12 00:00:00,1
TXN008240,CUST00434,18,Female,New York,Silver,Toys,Doll,71.24,1,71.24,4.0,Absolutely love this product! Exceeded all my expectations.,Positive,Google Pay,2022-08-23 00:00:00,1
TXN010871,CUST01949,46,Male,New York,Silver,Jewelry,Bracelet,201.7,4,806.8,2.0,Total junk. Stopped working after one week. Avoid this product.,Negative,Debit Card,2023-03-02 00:00:00,0
TXN010372,CUST01987,44,Male,Chicago,Bronze,Beauty,Shampoo,22.55,4,90.2,3.0,"Product is okay, does the job but nothing special.",Neutral,Debit Card,2023-03-26 00:00:00,1
TXN004874,CUST01126,28,Female,San Diego,Bronze,Books,Biography,23.1,4,92.4,1.0,Complete waste of money. Does not work as advertised at all.,Negative,Credit Card,2024-12-19 00:00:00,0
TXN003650,CUST00017,20,Female,Philadelphia,Silver,Clothing,Jeans,65.28,3,195.84,5.0,Great quality and fast shipping. Will definitely buy again.,Positive,Debit Card,2022-11-04 00:00:00,1
TXN000381,CUST00653,52,Female,New York,Gold,Grocery,Nuts Mix,51.12,5,255.6,3.0,It works as described. Nothing extraordinary about it.,Neutral,Apple Pay,2022-11-02 00:00:00,0
TXN010187,CUST00351,39,Male,Chicago,Bronze,Clothing,T-Shirt,97.48,2,194.96,3.0,"Product is okay, does the job but nothing special.",Neutral,Apple Pay,2024-09-04 00:00:00,0
TXN006115,CUST00245,28,Male,San Diego,Platinum,Beauty,Shampoo,85.22,5,426.1,4.0,Absolutely love this product! Exceeded all my expectations.,Positive,PayPal,2024-10-07 00:00:00,1
TXN009644,CUST01120,37,Other,Houston,Bronze,Clothing,Shoes,54.53,3,163.59,5.0,Superb quality. Will recommend to all my friends and family.,Positive,Apple Pay,2024-09-04 00:00:00,0
TXN014059,CUST00047,56,Female,New York,Silver,Automotive,Dash Cam,66.69,5,333.45,2.0,Worst purchase I have made. Product arrived damaged and unusable.,Negative,PayPal,2023-03-24 00:00:00,0
TXN009727,CUST00184,45,Male,Dallas,Bronze,Home & Kitchen,Cookware,128.62,5,643.1,4.0,"Five stars all the way! Perfect product, fast delivery.",Positive,PayPal,2023-02-01 00:00:00,1
TXN001361,CUST00186,61,Female,Phoenix,Silver,Beauty,Sunscreen,59.32,4,237.28,3.0,Acceptable product. Some assembly required and instructions unclear.,Neutral,Apple Pay,2023-04-20 00:00:00,0
TXN003197,CUST01055,47,Female,Phoenix,Silver,Electronics,Smartphone,555.66,4,2222.64,4.0,Very happy with this purchase. Great customer service too.,Positive,Apple Pay,2023-10-27 00:00:00,0
TXN002038,CUST01556,64,Female,Los Angeles,Silver,Clothing,Shoes,137.49,2,274.98,4.0,Absolutely love this product! Exceeded all my expectations.,Positive,Debit Card,2024-12-22 00:00:00,0
TXN000487,CUST01190,23,Male,San Diego,Bronze,Books,Fiction Novel,40.69,1,40.69,3.0,"It's alright. Nothing to write home about, just average.",Neutral,PayPal,2024-02-18 00:00:00,0
TXN010238,CUST01352,66,Male,San Diego,Platinum,Beauty,Face Cream,46.18,1,46.18,3.0,"Not bad, not great. Pretty much what I expected for the price.",Neutral,Google Pay,2022-07-02 00:00:00,0
TXN007909,CUST01248,37,Other,Phoenix,Bronze,Clothing,T-Shirt,146.56,5,732.8,4.0,Very happy with this purchase. Great customer service too.,Positive,Google Pay,2024-02-09 00:00:00,1
TXN000784,CUST00809,49,Male,Philadelphia,Bronze,Home & Kitchen,Coffee Maker,161.85,4,647.4,3.0,It works as described. Nothing extraordinary about it.,Neutral,PayPal,2023-07-13 00:00:00,1
TXN008410,CUST01313,42,Female,Houston,Silver,Sports,Bicycle,57.37,1,57.37,4.0,Outstanding quality! The product is even better than the pictures.,Positive,Google Pay,2024-08-01 00:00:00,1
TXN008758,CUST01126,28,Female,San Diego,Bronze,Home & Kitchen,Lamp,56.42,4,225.68,4.0,Superb quality. Will recommend to all my friends and family.,Positive,Apple Pay,2023-11-28 00:00:00,1
TXN014150,CUST01747,62,Female,Houston,Gold,Toys,Puzzle,81.82,1,81.82,3.0,It works as described. Nothing extraordinary about it.,Neutral,Debit Card,2024-01-02 00:00:00,0
TXN011861,CUST00149,56,Male,Phoenix,Silver,Beauty,Lipstick,18.07,4,72.28,5.0,Absolutely love this product! Exceeded all my expectations.,Positive,Credit Card,2023-11-23 00:00:00,0
TXN003239,CUST01024,35,Other,Chicago,Bronze,Electronics,Headphones,724.96,1,724.96,3.0,"Not bad, not great. Pretty much what I expected for the price.",Neutral,Google Pay,2023-11-16 00:00:00,1
TXN013521,CUST01186,57,Other,San Antonio,Gold,Beauty,Shampoo,25.21,2,50.42,4.0,Fantastic! This product changed my life. So glad I bought it.,Positive,Apple Pay,2022-05-18 00:00:00,1
TXN010810,CUST00183,45,Other,San Diego,Silver,Home & Kitchen,Lamp,102.91,4,411.64,5.0,Excellent value for money. Works as described and ships quickly.,Positive,Google Pay,2023-04-05 00:00:00,1
TXN005708,CUST01089,43,Female,Los Angeles,Silver,Electronics,Smartphone,530.9,2,1061.8,2.0,Total junk. Stopped working after one week. Avoid this product.,Negative,Credit Card,2024-05-10 00:00:00,1
TXN008627,CUST00438,31,Other,Los Angeles,Gold,Electronics,Tablet,212.91,5,1064.55,5.0,Superb quality. Will recommend to all my friends and family.,Positive,Debit Card,2023-05-24 00:00:00,0
TXN011109,CUST00870,34,Female,Philadelphia,Gold,Home & Kitchen,Cookware,142.09,3,426.27,5.0,Excellent value for money. Works as described and ships quickly.,Positive,Apple Pay,2023-10-01 00:00:00,0
TXN009893,CUST01454,20,Male,San Jose,Bronze,Home & Kitchen,Vacuum,126.89,2,253.78,5.0,Great quality and fast shipping. Will definitely buy again.,Positive,Apple Pay,2024-02-08 00:00:00,1
TXN009697,CUST01752,43,Other,Chicago,Silver,Home & Kitchen,Lamp,60.78,5,303.9,2.0,Waste of time and money. Product malfunctioned right out of the box.,Negative,Debit Card,2023-10-02 00:00:00,0
TXN012576,CUST01694,46,Other,Philadelphia,Bronze,Jewelry,Diamond Earrings,421.22,4,1684.88,3.0,Average quality. Meets basic requirements but could be better.,Neutral,Credit Card,2024-11-17 00:00:00,1
TXN013725,CUST01652,31,Other,New York,Silver,Clothing,Shoes,70.24,1,70.24,3.0,It works as described. Nothing extraordinary about it.,Neutral,Google Pay,2023-10-25 00:00:00,0
TXN001916,CUST00138,52,Female,New York,Bronze,Home & Kitchen,Cookware,82.29,2,164.58,5.0,Fantastic! This product changed my life. So glad I bought it.,Positive,PayPal,2024-12-09 00:00:00,1
TXN011377,CUST01723,26,Female,Houston,Gold,Toys,LEGO Set,22.64,4,90.56,4.0,Absolutely love this product! Exceeded all my expectations.,Positive,PayPal,2022-12-14 00:00:00,1
TXN006506,CUST00281,45,Female,San Jose,Bronze,Sports,Tennis Racket,195.65,1,195.65,5.0,Great quality and fast shipping. Will definitely buy again.,Positive,Google Pay,2023-11-10 00:00:00,1
TXN014545,CUST00833,55,Other,New York,Bronze,Grocery,Protein Bar,44.91,3,134.73,,Extremely disappointed. Nothing like the pictures shown on website.,Negative,Debit Card,2022-01-22 00:00:00,0
TXN000110,CUST00296,18,Female,San Jose,Gold,Beauty,Face Cream,60.32,3,180.96,,Total junk. Stopped working after one week. Avoid this product.,Negative,Google Pay,2023-11-26 00:00:00,0
TXN014171,CUST01000,55,Male,San Diego,Silver,Automotive,Air Freshener,133.64,1,133.64,5.0,Outstanding quality! The product is even better than the pictures.,Positive,Debit Card,2023-06-13 00:00:00,1
TXN003465,CUST00907,27,Female,San Jose,Bronze,Grocery,Protein Bar,50.31,4,201.24,2.0,Complete waste of money. Does not work as advertised at all.,Negative,Credit Card,2023-03-23 00:00:00,1
TXN002139,CUST00436,63,Female,San Jose,Silver,Jewelry,Watch,480.49,2,960.98,5.0,Very happy with this purchase. Great customer service too.,Positive,Debit Card,2024-07-12 00:00:00,1
TXN009816,CUST01088,23,Female,Philadelphia,Silver,Electronics,Headphones,656.46,3,1969.38,3.0,It works as described. Nothing extraordinary about it.,Neutral,Credit Card,2023-03-23 00:00:00,1
TXN005889,CUST01907,34,Female,San Diego,Bronze,Grocery,Organic Coffee,13.14,5,65.7,4.0,Outstanding quality! The product is even better than the pictures.,Positive,Debit Card,2024-04-15 00:00:00,1
TXN000743,CUST00251,51,Other,Chicago,Bronze,Toys,Doll,33.9,3,101.7,3.0,Works most of the time. Quality seems okay for everyday use.,Neutral,PayPal,2022-10-17 00:00:00,0
TXN011809,CUST00402,57,Other,San Jose,Silver,Toys,LEGO Set,110.25,4,441.0,2.0,Total junk. Stopped working after one week. Avoid this product.,Negative,PayPal,2023-06-08 00:00:00,0
TXN011886,CUST00939,68,Other,San Jose,Platinum,Beauty,Shampoo,32.55,1,32.55,3.0,Acceptable product. Some assembly required and instructions unclear.,Neutral,PayPal,2024-03-29 00:00:00,0
TXN008577,CUST00169,32,Other,Dallas,Gold,Beauty,Shampoo,71.15,1,71.15,4.0,Very happy with this purchase. Great customer service too.,Positive,Debit Card,2022-04-05 00:00:00,0
TXN006858,CUST01671,39,Other,Dallas,Bronze,Beauty,Sunscreen,27.59,5,137.95,4.0,Great quality and fast shipping. Will definitely buy again.,Positive,Credit Card,2022-12-06 00:00:00,0
TXN014502,CUST01673,30,Other,Houston,Silver,Electronics,Smartphone,287.03,1,287.03,4.0,Fantastic! This product changed my life. So glad I bought it.,Positive,Debit Card,2022-06-10 00:00:00,1
TXN014291,CUST00048,35,Female,Dallas,Silver,Sports,Yoga Mat,149.61,3,448.83,4.0,Absolutely love this product! Exceeded all my expectations.,Positive,Apple Pay,2023-11-28 00:00:00,1
TXN004481,CUST01143,52,Other,New York,Bronze,Beauty,Lipstick,41.1,4,164.4,5.0,Outstanding quality! The product is even better than the pictures.,Positive,Apple Pay,2022-12-22 00:00:00,1
TXN003443,CUST01458,22,Male,Phoenix,Bronze,Automotive,Tire Inflator,94.33,3,282.99,3.0,Works most of the time. Quality seems okay for everyday use.,Neutral,PayPal,2022-04-30 00:00:00,0
TXN009805,CUST01159,31,Other,Chicago,Silver,Home & Kitchen,Blender,97.35,3,292.05,1.0,Complete waste of money. Does not work as advertised at all.,Negative,Apple Pay,2022-03-10 00:00:00,1
TXN004522,CUST01004,42,Female,San Diego,Silver,Jewelry,Silver Necklace,460.78,2,921.56,4.0,Superb quality. Will recommend to all my friends and family.,Positive,Credit Card,2024-02-21 00:00:00,1
TXN002848,CUST00265,36,Other,Los Angeles,Silver,Beauty,Face Cream,29.49,5,147.45,5.0,Absolutely love this product! Exceeded all my expectations.,Positive,PayPal,2022-07-10 00:00:00,1
TXN007976,CUST01473,63,Male,Chicago,Bronze,Automotive,Dash Cam,43.08,1,43.08,1.0,Do not buy this! It is a scam. Product quality is absolutely terrible.,Negative,PayPal,2023-06-13 00:00:00,0
TXN013310,CUST01359,68,Male,Phoenix,Bronze,Automotive,Car Cover,105.28,4,421.12,2.0,Worst purchase I have made. Product arrived damaged and unusable.,Negative,Debit Card,2022-06-19 00:00:00,0
TXN007460,CUST01300,68,Female,Los Angeles,Silver,Beauty,Lipstick,66.27,3,198.81,4.0,Great quality and fast shipping. Will definitely buy again.,Positive,Debit Card,2022-05-20 00:00:00,0
TXN009419,CUST00227,34,Male,San Jose,Gold,Grocery,Organic Coffee,42.32,2,84.64,4.0,Very happy with this purchase. Great customer service too.,Positive,Credit Card,2022-09-25 00:00:00,1
TXN007378,CUST00540,48,Male,New York,Gold,Clothing,T-Shirt,66.86,3,200.58,5.0,Great quality and fast shipping. Will definitely buy again.,Positive,PayPal,2022-05-18 00:00:00,1
TXN010053,CUST00692,54,Female,Philadelphia,Gold,Clothing,T-Shirt,83.7,4,334.8,3.0,Average quality. Meets basic requirements but could be better.,Neutral,Google Pay,2024-01-25 00:00:00,0
TXN009856,CUST01474,40,Other,San Diego,Bronze,Home & Kitchen,Cookware,87.41,1,87.41,3.0,"Not bad, not great. Pretty much what I expected for the price.",Neutral,Debit Card,2022-12-10 00:00:00,0
TXN007786,CUST00836,54,Other,San Jose,Silver,Jewelry,Watch,329.86,2,659.72,3.0,"Product is okay, does the job but nothing special.",Neutral,PayPal,2022-05-24 00:00:00,0
TXN005415,CUST00045,38,Female,San Antonio,Platinum,Books,Cookbook,29.95,1,29.95,2.0,Waste of time and money. Product malfunctioned right out of the box.,Negative,PayPal,2024-05-13 00:00:00,0
TXN013903,CUST00861,51,Male,Phoenix,Bronze,Clothing,T-Shirt,98.79,1,98.79,5.0,Great quality and fast shipping. Will definitely buy again.,Positive,Debit Card,2022-12-21 00:00:00,0
TXN006751,CUST01795,26,Other,Phoenix,Gold,Jewelry,Diamond Earrings,149.41,4,597.64,5.0,,Positive,PayPal,2023-03-07 00:00:00,1
TXN001835,CUST00034,45,Male,Houston,Bronze,Automotive,Air Freshener,112.21,3,336.63,5.0,"Amazing product, works perfectly! Very satisfied with purchase.",Positive,PayPal,2023-07-06 00:00:00,1
TXN009775,CUST01567,43,Male,Houston,Platinum,Jewelry,Bracelet,480.26,1,480.26,4.0,Superb quality. Will recommend to all my friends and family.,Positive,Apple Pay,2023-06-16 00:00:00,1
TXN010771,CUST01059,20,Female,Houston,Gold,Sports,Yoga Mat,168.14,1,168.14,5.0,Superb quality. Will recommend to all my friends and family.,Positive,Credit Card,2024-07-29 00:00:00,1
TXN012976,CUST00728,20,Female,Philadelphia,Silver,Automotive,Car Cover,86.55,3,259.65,4.0,Fantastic! This product changed my life. So glad I bought it.,Positive,Google Pay,2022-06-20 00:00:00,0
TXN006587,CUST00683,30,Other,San Diego,Silver,Toys,Board Game,38.26,3,114.78,3.0,Average quality. Meets basic requirements but could be better.,Neutral,Credit Card,2022-09-29 00:00:00,0
TXN008837,CUST00529,56,Female,Los Angeles,Gold,Books,Biography,16.24,4,64.96,4.0,Absolutely love this product! Exceeded all my expectations.,Positive,Google Pay,2022-09-13 00:00:00,0
TXN010242,CUST00338,31,Female,New York,Bronze,Electronics,Laptop,445.58,4,1782.32,2.0,Extremely disappointed. Nothing like the pictures shown on website.,Negative,Apple Pay,2023-11-09 00:00:00,0
TXN004802,CUST00684,57,Female,Los Angeles,Gold,Beauty,Perfume,34.56,3,103.68,5.0,Excellent value for money. Works as described and ships quickly.,Positive,Apple Pay,2022-01-21 00:00:00,1
TXN002142,CUST00998,62,Male,Chicago,Bronze,Beauty,Face Cream,20.29,5,101.45,3.0,Mediocre quality. Was expecting more based on the description.,Neutral,Apple Pay,2022-08-31 00:00:00,1
TXN009297,CUST01378,45,Male,San Jose,Bronze,Sports,Running Shoes,54.93,1,54.93,3.0,It's fine I guess. Does what it says but looks cheap.,Neutral,PayPal,2024-02-12 00:00:00,0
TXN006038,CUST00010,40,Other,Dallas,Bronze,Home & Kitchen,Blender,46.05,2,92.1,5.0,"Five stars all the way! Perfect product, fast delivery.",Positive,Credit Card,2024-09-28 00:00:00,1
TXN008032,CUST01055,47,Female,Phoenix,Silver,Clothing,Shoes,40.91,2,81.82,5.0,Great quality and fast shipping. Will definitely buy again.,Positive,Google Pay,2023-07-02 00:00:00,1
TXN009723,CUST01082,25,Male,New York,Gold,Home & Kitchen,Blender,195.04,3,585.12,4.0,Fantastic! This product changed my life. So glad I bought it.,Positive,Apple Pay,2022-05-04 00:00:00,1
TXN003004,CUST00180,59,Female,San Jose,Platinum,Electronics,Tablet,365.82,4,1463.28,1.0,Waste of time and money. Product malfunctioned right out of the box.,Negative,Google Pay,2023-09-16 00:00:00,0
TXN000024,CUST00844,26,Female,New York,Silver,Sports,Bicycle,173.57,4,694.28,4.0,Very happy with this purchase. Great customer service too.,Positive,PayPal,2022-06-11 00:00:00,1
TXN008084,CUST01364,66,Other,San Antonio,Bronze,Jewelry,Gold Ring,467.92,4,1871.68,4.0,Outstanding quality! The product is even better than the pictures.,Positive,Google Pay,2023-12-04 00:00:00,1
TXN003525,CUST01553,22,Male,Philadelphia,Bronze,Jewelry,Silver Necklace,320.01,5,1600.05,3.0,Acceptable product. Some assembly required and instructions unclear.,Neutral,Google Pay,2023-04-08 00:00:00,0
TXN011295,CUST00273,58,Other,New York,Silver,Clothing,T-Shirt,87.08,1,87.08,4.0,Excellent value for money. Works as described and ships quickly.,Positive,PayPal,2023-08-03 00:00:00,1
TXN005390,CUST00775,25,Male,New York,Silver,Electronics,Tablet,512.37,5,2561.85,4.0,Very happy with this purchase. Great customer service too.,Positive,Debit Card,2023-02-14 00:00:00,1
TXN008789,CUST00784,26,Male,Chicago,Bronze,Jewelry,Bracelet,354.04,2,708.08,4.0,Outstanding quality! The product is even better than the pictures.,Positive,Credit Card,2024-03-25 00:00:00,1
TXN009293,CUST00349,68,Other,San Jose,Bronze,Sports,Dumbbells,205.75,3,617.25,5.0,Very happy with this purchase. Great customer service too.,Positive,Apple Pay,2022-04-01 00:00:00,0
TXN001310,CUST00615,56,Other,Philadelphia,Platinum,Home & Kitchen,Lamp,112.33,1,112.33,3.0,Acceptable product. Some assembly required and instructions unclear.,Neutral,PayPal,2023-05-12 00:00:00,0
TXN014856,CUST00235,50,Male,Chicago,Silver,Toys,Board Game,78.99,1,78.99,4.0,Outstanding quality! The product is even better than the pictures.,Positive,Credit Card,2022-03-05 00:00:00,1
TXN008656,CUST00591,51,Male,Los Angeles,Gold,Books,Self-Help,46.53,1,46.53,5.0,Very happy with this purchase. Great customer service too.,Positive,Google Pay,2024-01-05 00:00:00,0
TXN003476,CUST00277,35,Female,Philadelphia,Bronze,Home & Kitchen,Cookware,153.03,3,459.09,5.0,Superb quality. Will recommend to all my friends and family.,Positive,Apple Pay,2024-12-07 00:00:00,0
TXN000790,CUST00652,22,Female,Philadelphia,Bronze,Clothing,T-Shirt,46.52,2,93.04,5.0,Absolutely love this product! Exceeded all my expectations.,Positive,Google Pay,2024-03-22 00:00:00,1
TXN014951,CUST00540,48,Male,New York,Gold,Beauty,Shampoo,19.16,3,57.48,4.0,Fantastic! This product changed my life. So glad I bought it.,Positive,Credit Card,2024-09-13 00:00:00,1
TXN012273,CUST00116,52,Other,San Jose,Gold,Electronics,Smartphone,530.75,2,1061.5,4.0,Absolutely love this product! Exceeded all my expectations.,Positive,Apple Pay,2023-10-16 00:00:00,1
TXN007457,CUST00210,41,Other,Philadelphia,Bronze,Grocery,Olive Oil,59.07,4,236.28,3.0,Works most of the time. Quality seems okay for everyday use.,Neutral,Credit Card,2022-03-22 00:00:00,0
TXN003285,CUST01995,44,Female,San Diego,Gold,Beauty,Shampoo,59.54,4,238.16,5.0,Absolutely love this product! Exceeded all my expectations.,Positive,Credit Card,2024-08-21 00:00:00,1
TXN006718,CUST01025,64,Male,Philadelphia,Platinum,Electronics,Tablet,464.88,3,1394.64,2.0,Total junk. Stopped working after one week. Avoid this product.,Negative,Credit Card,2022-11-05 00:00:00,1
TXN002515,CUST01001,52,Female,Los Angeles,Gold,Grocery,Green Tea,57.72,3,173.16,4.0,"Five stars all the way! Perfect product, fast delivery.",Positive,Debit Card,2023-03-21 00:00:00,0
TXN006533,CUST01996,63,Female,San Diego,Bronze,Home & Kitchen,Cookware,85.74,5,428.7,3.0,Acceptable product. Some assembly required and instructions unclear.,Neutral,Credit Card,2023-11-09 00:00:00,1
TXN004386,CUST01020,27,Female,New York,Gold,Books,Biography,30.36,4,121.44,2.0,,Negative,PayPal,2024-09-27 00:00:00,0
TXN011296,CUST01352,66,Male,San Diego,Platinum,Electronics,Tablet,584.49,4,2337.96,5.0,Great quality and fast shipping. Will definitely buy again.,Positive,PayPal,2022-09-11 00:00:00,0
TXN004906,CUST00812,28,Other,Philadelphia,Gold,Beauty,Sunscreen,68.84,5,344.2,5.0,Outstanding quality! The product is even better than the pictures.,Positive,Apple Pay,2024-05-29 00:00:00,1
TXN008998,CUST01000,55,Male,San Diego,Silver,Clothing,Jeans,105.73,2,211.46,3.0,Mediocre quality. Was expecting more based on the description.,Neutral,Credit Card,2022-12-17 00:00:00,0
TXN007554,CUST01351,57,Male,Philadelphia,Platinum,Grocery,Organic Coffee,17.11,1,17.11,4.0,"Amazing product, works perfectly! Very satisfied with purchase.",Positive,Credit Card,2022-05-14 00:00:00,1
TXN014763,CUST01333,50,Female,San Diego,Silver,Electronics,Headphones,373.66,3,1120.98,1.0,Extremely disappointed. Nothing like the pictures shown on website.,Negative,Google Pay,2024-03-20 00:00:00,1
TXN005801,CUST01136,67,Male,San Diego,Silver,Home & Kitchen,Vacuum,112.12,2,224.24,4.0,Excellent value for money. Works as described and ships quickly.,Positive,Apple Pay,2023-02-26 00:00:00,1
TXN013075,CUST00925,28,Male,Dallas,Bronze,Electronics,Laptop,624.67,5,3123.35,4.0,Great quality and fast shipping. Will definitely buy again.,Positive,Google Pay,2023-03-13 00:00:00,0
TXN003689,CUST01047,39,Other,Dallas,Gold,Jewelry,Diamond Earrings,469.75,2,939.5,5.0,Absolutely love this product! Exceeded all my expectations.,Positive,PayPal,2022-03-13 00:00:00,1
TXN001396,CUST01673,30,Other,Houston,Silver,Clothing,Jeans,120.6,4,482.4,4.0,Superb quality. Will recommend to all my friends and family.,Positive,Google Pay,2022-04-20 00:00:00,1
TXN007733,CUST00310,41,Other,Houston,Silver,Jewelry,Watch,484.9,4,1939.6,3.0,It works as described. Nothing extraordinary about it.,Neutral,Apple Pay,2022-03-23 00:00:00,0
TXN005949,CUST00344,20,Female,Phoenix,Silver,Jewelry,Bracelet,216.08,2,432.16,3.0,Mediocre quality. Was expecting more based on the description.,Neutral,Credit Card,2024-07-10 00:00:00,1
TXN005007,CUST01718,42,Female,San Jose,Platinum,Beauty,Perfume,50.43,1,50.43,4.0,Absolutely love this product! Exceeded all my expectations.,Positive,Debit Card,2023-12-30 00:00:00,0
TXN012880,CUST00593,58,Female,Chicago,Bronze,Electronics,Tablet,329.9,4,1319.6,3.0,"Not bad, not great. Pretty much what I expected for the price.",Neutral,Credit Card,2022-07-15 00:00:00,0
TXN012098,CUST01347,66,Other,Los Angeles,Silver,Books,Cookbook,25.76,3,77.28,5.0,Very happy with this purchase. Great customer service too.,Positive,Debit Card,2022-07-25 00:00:00,0
TXN007803,CUST01763,52,Male,Phoenix,Gold,Home & Kitchen,Lamp,139.52,5,697.6,4.0,This is exactly what I needed. Highly recommend to everyone.,Positive,Google Pay,2022-07-06 00:00:00,0
TXN014628,CUST01821,49,Other,Los Angeles,Silver,Home & Kitchen,Coffee Maker,146.89,5,734.45,2.0,Total junk. Stopped working after one week. Avoid this product.,Negative,Google Pay,2022-09-20 00:00:00,1
TXN005258,CUST00116,52,Other,San Jose,Gold,Clothing,Dress,101.96,2,203.92,4.0,Great quality and fast shipping. Will definitely buy again.,Positive,Google Pay,2022-10-24 00:00:00,0
TXN010382,CUST00675,29,Male,New York,Silver,Grocery,Protein Bar,15.76,2,31.52,4.0,Absolutely love this product! Exceeded all my expectations.,Positive,Debit Card,2022-12-22 00:00:00,0
TXN012722,CUST01918,64,Other,Phoenix,Gold,Jewelry,Diamond Earrings,154.36,2,308.72,1.0,Very poor quality. I would not recommend this product to anyone.,Negative,Debit Card,2022-10-29 00:00:00,0
TXN008447,CUST00196,69,Female,Dallas,Silver,Electronics,Headphones,714.81,5,3574.05,5.0,"Amazing product, works perfectly! Very satisfied with purchase.",Positive,Debit Card,2024-04-25 00:00:00,1
TXN014305,CUST01373,31,Male,Phoenix,Gold,Automotive,Dash Cam,117.24,2,234.48,4.0,Superb quality. Will recommend to all my friends and family.,Positive,Google Pay,2024-06-20 00:00:00,1
TXN007992,CUST00282,42,Male,Houston,Silver,Jewelry,Diamond Earrings,375.18,1,375.18,3.0,It's fine I guess. Does what it says but looks cheap.,Neutral,Credit Card,2024-04-25 00:00:00,0
TXN007874,CUST01238,44,Male,Dallas,Bronze,Beauty,Shampoo,22.4,4,89.6,5.0,Fantastic! This product changed my life. So glad I bought it.,Positive,Debit Card,2022-09-12 00:00:00,1
TXN006736,CUST01703,42,Male,San Antonio,Gold,Grocery,Nuts Mix,22.96,3,68.88,2.0,Horrible experience! Customer service was useless and product failed.,Negative,Credit Card,2022-02-25 00:00:00,0
TXN012941,CUST01223,64,Female,Chicago,Bronze,Beauty,Face Cream,49.06,5,245.3,1.0,Disgusting quality. Returning immediately. This is completely unacceptable.,Negative,PayPal,2022-05-05 00:00:00,0
TXN013255,CUST00190,45,Female,Philadelphia,Silver,Electronics,Smartphone,619.13,2,1238.26,1.0,Very poor quality. I would not recommend this product to anyone.,Negative,Google Pay,2023-11-24 00:00:00,0
TXN006254,CUST00548,33,Female,New York,Bronze,Books,Fiction Novel,28.07,3,84.21,5.0,This is exactly what I needed. Highly recommend to everyone.,Positive,Credit Card,2022-01-22 00:00:00,1
TXN009776,CUST01507,34,Other,Houston,Silver,Electronics,Camera,342.54,2,685.08,4.0,"Five stars all the way! Perfect product, fast delivery.",Positive,PayPal,2023-11-27 00:00:00,1
TXN003302,CUST01105,30,Male,New York,Bronze,Beauty,Sunscreen,35.26,3,105.78,5.0,"Five stars all the way! Perfect product, fast delivery.",Positive,Debit Card,2022-01-03 00:00:00,0
TXN014937,CUST01594,66,Male,San Diego,Gold,Toys,Board Game,73.99,5,369.95,4.0,Great quality and fast shipping. Will definitely buy again.,Positive,Apple Pay,2023-07-27 00:00:00,1
TXN010595,CUST00592,68,Female,Dallas,Gold,Electronics,Smartphone,747.89,2,1495.78,3.0,"It's alright. Nothing to write home about, just average.",Neutral,PayPal,2024-09-03 00:00:00,1
TXN012746,CUST00088,57,Female,Philadelphia,Platinum,Clothing,Shoes,48.22,2,96.44,2.0,Extremely disappointed. Nothing like the pictures shown on website.,Negative,Apple Pay,2022-08-24 00:00:00,1
TXN005407,CUST00985,41,Other,Philadelphia,Bronze,Toys,Doll,80.36,4,321.44,5.0,Outstanding quality! The product is even better than the pictures.,Positive,Google Pay,2023-03-14 00:00:00,1
TXN007464,CUST01601,41,Other,Chicago,Bronze,Jewelry,Silver Necklace,385.92,1,385.92,3.0,Average quality. Meets basic requirements but could be better.,Neutral,Debit Card,2024-01-08 00:00:00,1
TXN000713,CUST01928,50,Other,New York,Bronze,Automotive,Air Freshener,131.77,3,395.31,3.0,Works most of the time. Quality seems okay for everyday use.,Neutral,Debit Card,2022-04-26 00:00:00,1
TXN004280,CUST01192,20,Female,Chicago,Silver,Clothing,Shoes,114.57,5,572.85,3.0,"It's alright. Nothing to write home about, just average.",Neutral,PayPal,2023-05-19 00:00:00,0
